DEFAULT:0.0,0.0,0.0,0.0
DROP1:39.0,71.4,108.4,0.0
DROP2:37.6,92.2,82.8,0.0
WATCH:86.1,-94.4,-75.3,0.0
PICK:-25.7,-57.3,-20.3,0.0
